1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
12194,24.68178,2629.819802,3.85941126,1.655976102,5.389764904,2643.454492,0.987605223,1.05800249,5.634100742,2649.973701,153.2783755,2.779555459,2.224640068,0.783033818,4.517093918,2658.096995,153.9941042,5.260645709,0.294997861,0.642954205,4.130239133,2672.184492,154.8058751,2.008672367,0.110702244,0.574829241,3.974837748,44.53492542,2.19333094,1.015936421,10.31198226
15329,29.65625,2628.805281,3.866508354,1.847826005,5.385849915,2637.512563,0.996252913,1.066851849,5.636235503,2647.366322,153.2436399,2.752422793,2.300353384,0.784592669,4.530054563,2654.47373,153.910841,5.23145153,0.308647142,0.643223156,4.144975392,2666.402044,154.6003494,2.003037866,0.112213189,0.574547036,3.995625048,44.54308528,2.19240861,0.934684834,10.32872986
22901,34.24807,2552.538255,3.462559934,2.514645874,5.453371294,2620.292014,0.996166169,1.107585557,5.64359275,2642.727648,153.0677379,2.663624773,2.543648731,0.792402313,4.560132211,2650.73853,153.8201133,5.108837453,0.354371771,0.647218615,4.163346362,2660.868897,154.4097232,1.992754164,0.117925554,0.576252879,4.0177635,44.8381657,2.232817506,0.837120491,10.56340504
23690,37.93544,2358.076126,2.602463301,3.686441208,5.606763285,2547.940397,0.87507653,1.262804783,5.687357392,2625.39225,152.081242,2.439174145,3.324636491,0.822372884,4.643851954,2644.694267,153.5870444,4.724496462,0.525616056,0.662001253,4.197297141,2654.970059,154.199498,1.967158372,0.141909122,0.583582202,4.046427119,45.92199911,2.387154163,0.710084372,11.39477379
24749,43.39692,2300.496386,2.875927184,4.342518551,5.574058429,2440.156331,0.866554052,1.477462703,5.729940552,2574.562573,149.0394534,2.157738827,4.944609483,0.889706775,4.789275853,2627.041158,152.653114,4.017082362,1.000063048,0.695803653,4.25565945,2646.292726,153.8310405,1.926674534,0.221492308,0.600886869,4.082497683,47.23239324,2.57482117,0.5981927,12.39503675
27249,46.61468,2307.019845,3.108351076,5.234417189,5.526267231,2372.447822,1.040166705,1.645997021,5.725886113,2504.24763,144.8075647,2.006816807,6.928149923,0.969548146,4.923394201,2589.180982,150.5018165,3.296027503,1.842424297,0.745073983,4.322083925,2628.901123,152.9601445,1.893444487,0.394296669,0.628435937,4.112869876,48.58665576,2.769300035,0.496585909,13.4277119
29504,49.24802,2279.386982,2.643631909,6.693656698,5.584738086,2331.320242,0.9264871,1.916686566,5.745721633,2442.4727,141.0669855,1.943500697,8.817947977,1.048339903,5.010664244,2540.038795,147.6472739,2.873799025,2.913496449,0.795330678,4.374783776,2600.461254,151.4420959,1.900370299,0.660705018,0.659505324,4.122080332,49.94969512,2.965449727,0.407060262,14.46601568
31868,49.99941,2258.804185,2.787768632,7.930662512,5.556424767,2294.575159,0.842265185,2.388406052,5.761128171,2383.513806,137.3930407,1.823895965,11.26320456,1.178198872,5.125343805,2479.956019,144.014365,2.547445832,4.755276009,0.870066043,4.474556149,2556.322948,148.9532568,1.85073633,1.32835168,0.706257146,4.137573432,51.25806996,3.154802654,0.336423798,15.46099154
32126,49.24802,2234.2184,3.127248518,8.784678855,5.503635797,2264.792251,1.003800056,2.689355509,5.733268606,2332.234911,134.126721,1.728005093,13.69218038,1.319742423,5.226249068,2416.518585,140.0402182,2.324707394,7.286239323,0.971988017,4.613971921,2498.479017,145.5408408,1.891946565,2.683909246,0.774939709,4.183393886,52.6611917,3.359482285,0.29027562,16.52393581
31909,45.74154,2217.382481,3.0213616,9.052513047,5.519902314,2242.332212,1.007312751,2.826187679,5.726153074,2294.89741,131.7269041,1.694968586,15.29952137,1.426413514,5.270493614,2364.412286,136.7202425,2.227857085,9.485942915,1.064720702,4.712474578,2441.966137,142.1101438,1.950215833,4.325788967,0.845520065,4.234336704,53.60917727,3.499108206,0.28733596,17.24039002
31927,40.85751,2215.184987,3.028329138,8.57517514,5.525841712,2228.768045,0.964891231,2.930056805,5.733275755,2267.721279,129.9276305,1.65007091,16.38591927,1.535374518,5.301328653,2322.975614,134.0226917,2.166973223,11.27188921,1.154304042,4.783477649,2391.020472,138.9249849,1.970920626,6.061821192,0.916235263,4.290180883,53.93906435,3.549765178,0.351566417,17.48738028
31719,39.03469,2214.610177,3.135170201,7.91287894,5.521725753,2223.091877,1.018037571,2.916317397,5.730731849,2250.053969,128.6794914,1.605674239,16.9167324,1.636646504,5.324572683,2291.444916,131.8952389,2.112260908,12.6223287,1.24656302,4.840829508,2347.470633,136.1094233,1.980643323,7.727278485,0.990208049,4.350706294,54.03289414,3.566996353,0.519735149,17.5509579
30926,36.8501,2215.066398,3.082192043,7.46234606,5.539500106,2220.82425,1.010084853,2.913561388,5.736959119,2240.248543,127.8902214,1.57322507,16.91469188,1.722931232,5.334704194,2270.209241,130.3835661,2.068051101,13.36431341,1.329633387,4.874727961,2314.04917,133.8718073,1.987378463,9.000472713,1.059526439,4.39703321,53.99481702,3.565674534,0.828905764,17.50898698
27039,34.24807,2229.71127,3.106291407,6.779703657,5.540446067,2224.497337,0.987297502,2.901085737,5.745026857,2236.21686,127.4192064,1.537205875,16.68977011,1.802087025,5.343350694,2256.922492,129.336287,2.025120997,13.65595625,1.405717121,4.896040568,2289.715106,132.1571313,1.989198959,9.85057189,1.124258845,4.431148588,53.72135233,3.530591175,1.289703311,17.28462077
25844,32.16088,2290.687293,3.343728416,5.64267946,5.497952477,2253.472525,1.056709289,2.697970477,5.731056088,2242.891293,127.5734968,1.519174769,16.25012889,1.842998761,5.33780521,2251.546657,128.7600743,1.99260023,13.58253739,1.464470447,4.900128799,2273.966793,130.957022,1.992696558,10.2492574,1.177518444,4.445699164,52.83695669,3.406291444,1.835626921,16.59941901
25174,30.77985,2333.383174,3.298978027,5.19428361,5.500380154,2292.106124,1.04375912,2.5919046,5.722012711,2263.242513,128.5423098,1.505989919,15.58191273,1.853645686,5.313052888,2256.162154,128.7923604,1.97122457,13.18491997,1.495655926,4.880320669,2266.6993,130.2823482,1.996718445,10.23349582,1.21175887,4.434922589,52.01368882,3.290767643,2.47373055,15.95699113
24783,29.79539,2360.675113,3.287517816,4.881068872,5.501472657,2326.651082,0.99027834,2.548346281,5.721785763,2290.653329,129.9221946,1.477220202,14.85456516,1.857767441,5.290333634,2269.943394,129.3701636,1.947294242,12.60477587,1.51070719,4.851744437,2267.528018,130.0934436,1.996610944,9.954018156,1.232775302,4.411323207,51.33163172,3.195901742,3.17583023,15.41812241
24444,29.23881,2376.021144,3.386397928,4.709217399,5.485854838,2352.990071,1.006397504,2.522212581,5.713775816,2319.384072,131.3728589,1.442191537,14.14464037,1.862679059,5.275002678,2290.463621,130.3350304,1.914652849,11.96108059,1.522286793,4.828562577,2276.067585,130.3484435,1.995013981,9.531770397,1.249130134,4.388441409,50.84977678,3.130553347,3.922647938,15.02726832
22762,28.52221,2388.877732,3.419005481,4.569610388,5.478168145,2371.587351,1.017244269,2.487704351,5.705631321,2344.781749,132.6329629,1.421230702,13.45047518,1.858194787,5.257934056,2313.724237,131.464062,1.88620307,11.26781044,1.526109358,4.80473055,2290.71006,130.9659746,1.996015013,8.980637149,1.258286425,4.362401969,50.52161845,3.08775676,4.680991848,14.75026039
24940,27.95867,2418.670597,3.47846869,4.431649406,5.461321861,2393.867733,1.015836685,2.435558971,5.696866014,2367.28313,133.732675,1.411864889,12.78756916,1.842657251,5.237640608,2336.583858,132.5830341,1.869940401,10.5440054,1.5192259,4.775754208,2308.72399,131.7971681,1.998446922,8.324922998,1.257839812,4.329489584,50.10995271,3.032411563,5.379696917,14.41163427
24113,28.12564,2398.048042,3.334876529,4.652003605,5.48612162,2401.891106,0.985967053,2.462834527,5.697267704,2387.262036,134.6835681,1.397676078,12.2122518,1.832867684,5.225712184,2359.135871,133.6803562,1.853826044,9.877102891,1.512272672,4.755089871,2328.991484,132.7538064,1.99840302,7.668813732,1.256349417,4.30348392,50.15435536,3.044128986,6.093851081,14.41222651
23320,27.55166,2401.347752,3.40704473,4.562522682,5.471793277,2402.836747,0.984828368,2.459142315,5.696962301,2399.550235,135.1858368,1.388778183,11.74981391,1.828176758,5.222568462,2378.73914,134.6040853,1.84167994,9.286472286,1.506813446,4.742614156,2349.762265,133.7369768,1.998843196,7.03870363,1.254012097,4.284330423,50.14479,3.047694576,6.705992925,14.37421438
22247,27.4647,2418.724505,3.486489376,4.419150618,5.453069818,2409.585101,1.023664453,2.416396594,5.686811177,2408.120502,135.4788724,1.39351669,11.3371344,1.817012593,5.216325447,2393.981616,135.2786764,1.839060039,8.760641227,1.500009545,4.732668623,2368.857557,134.627296,2.002016668,6.442877599,1.249676142,4.268684122,50.05550595,3.0392364,7.208455314,14.27858948
21875,26.45589,2447.389968,3.477847817,4.21547053,5.446169723,2425.744383,1.015443078,2.354933135,5.67974082,2418.046019,135.8648559,1.408518425,10.91570867,1.792504009,5.200835969,2406.246734,135.7986867,1.85173446,8.240398023,1.484050127,4.714075724,2385.028323,135.3681601,2.006517347,5.850595775,1.238413336,4.247087173,49.83909769,3.011554752,7.588849425,14.09070317
21863,26.1776,2467.844712,3.488090583,4.012353291,5.442110112,2445.493939,1.007606163,2.296545167,5.6743184,2431.531753,136.4681002,1.419592834,10.51921002,1.763495959,5.184822447,2418.203566,136.3131627,1.870028026,7.749560726,1.463188841,4.693003066,2399.179567,136.0034152,2.008833826,5.292136134,1.223322443,4.22455113,49.62322833,2.983486312,7.860846541,13.90579624
21236,26.28891,2478.329544,3.507009402,3.851016947,5.440971869,2461.868074,1.012894264,2.24438559,5.669870445,2446.784746,137.186955,1.429003984,10.14166659,1.73343836,5.169793472,2431.138099,136.895711,1.889773306,7.290633749,1.439989954,4.672091161,2412.466156,136.5976371,2.010610198,4.77701364,1.205986737,4.203145513,49.47669687,2.965172052,8.030579985,13.77528407
21473,26.78984,2493.591675,3.529806629,3.721118287,5.437413469,2476.762864,1.013282593,2.194285338,5.666832082,2461.708538,137.9035043,1.440868353,9.780302333,1.701783419,5.153609047,2444.682727,137.5306851,1.913341564,6.841774159,1.413812254,4.648609929,2425.483396,137.1915953,2.012987592,4.285556592,1.185558742,4.180020462,49.31121497,2.943577569,8.100201424,13.63357798
20822,27.29076,2497.807775,3.497369139,3.679740992,5.443712006,2487.826912,1.004242422,2.161673549,5.666733955,2475.701989,138.5789442,1.451318465,9.476087319,1.671931311,5.139675677,2458.412027,138.1898847,1.937571525,6.427900027,1.38751557,4.626307988,2438.56825,137.8006227,2.014223164,3.833043935,1.164314137,4.158517128,49.22862826,2.933735331,8.080574383,13.55647326
20463,27.12379,2511.341935,3.527908157,3.598525448,5.436660771,2498.355976,1.002487548,2.125155664,5.665828931,2487.987658,139.1664281,1.46168217,9.246788305,1.643523142,5.128011138,2471.613314,138.8314107,1.962481368,6.06195396,1.361760755,4.605601323,2451.592211,138.4176059,2.015198782,3.423335137,1.142819014,4.138969065,49.09745245,2.91632278,7.982835025,13.44595347
20034,27.42295,2525.127249,3.547857231,3.553601726,5.430271762,2510.220317,1.011593244,2.08538196,5.661974416,2499.713802,139.7314227,1.473500031,9.071388644,1.614276105,5.1161963,2484.08522,139.4424211,1.987607479,5.750654331,1.336470156,4.586261479,2464.303056,139.0273577,2.016121767,3.06356587,1.121555633,4.121749486,48.96188608,2.897864167,7.819326216,13.33480963
19328,28.33436,2540.801139,3.529776684,3.534336781,5.427442345,2523.271343,1.003061397,2.047854284,5.659363546,2511.515158,140.3108817,1.486894809,8.91918576,1.582929962,5.102726933,2496.00464,140.0346973,2.014702275,5.475700098,1.310071551,4.565707882,2476.511939,139.6211739,2.017084687,2.746138088,1.099729886,4.104936826,48.80500172,2.875874097,7.603617327,13.21027048
18928,28.2787,2561.650404,3.548592567,3.470770196,5.416197648,2539.062157,1.001051462,2.006583579,5.654644398,2524.126917,140.9448255,1.498709747,8.79959057,1.550659989,5.089576166,2507.801745,140.6302162,2.041416305,5.241498383,1.283428123,4.545609708,2488.343987,140.2034505,2.016736663,2.477845588,1.078036034,4.089757365,48.59797055,2.846178488,7.351554936,13.0505641
18510,27.7082,2579.40071,3.586361634,3.348315563,5.40574447,2556.047811,1.016097518,1.951861486,5.647020355,2538.056309,141.66413,1.51172097,8.698608963,1.515730995,5.074699127,2519.967796,141.2572733,2.067603867,5.039705952,1.256087793,4.525160029,2499.999935,140.7859966,2.01670943,2.252306541,1.056308448,4.075480023,48.39873495,2.817306405,7.069438915,12.89882241
18319,26.68548,2595.920849,3.588833185,3.196079693,5.403270322,2572.618756,1.016295267,1.894913859,5.641834667,2552.666095,142.4380937,1.528636581,8.574452259,1.47751032,5.055150967,2532.59154,141.9268463,2.098171973,4.832258652,1.225986096,4.499648808,2511.579911,141.3799405,2.018895701,2.041347188,1.032844395,4.058075182,48.20572671,2.789014831,6.766892909,12.75368321
18224,26.57068,2607.281564,3.60372319,3.05782711,5.403849565,2587.282775,1.014790228,1.841537931,5.639275173,2567.262457,143.2277442,1.545960471,8.42620752,1.439465752,5.034439633,2545.602501,142.6346276,2.132017318,4.617807664,1.194641118,4.470898305,2523.282549,141.9952321,2.02015306,1.845023399,1.008308648,4.038553903,48.04294821,2.764856745,6.448383726,12.63296809
19106,26.62286,2613.006271,3.593641102,3.016393424,5.40810863,2598.870779,1.010640642,1.803326752,5.638885799,2580.927778,143.9801157,1.562392552,8.256053437,1.404331839,5.01484039,2558.680215,143.3612582,2.1680602,4.397165041,1.163846969,4.441282905,2535.165268,142.6336291,2.021357914,1.664244464,0.98366804,4.018433349,47.92263557,2.746655326,6.11780801,12.54573323
22491,27.4647,2593.866552,3.520119014,3.156533465,5.427791099,2601.574374,1.005214265,1.789846385,5.64273198,2592.10718,144.5997093,1.57255707,8.116720284,1.37639431,5.002608667,2571.408402,144.0755588,2.199431506,4.207816917,1.137042886,4.417719386,2547.317458,143.2939549,2.018804032,1.521228869,0.961393912,4.002617221,47.96852718,2.752544582,5.760746655,12.58497839
21604,28.33436,2521.464971,3.279879377,3.467877565,5.481936565,2576.814425,0.969298525,1.836070799,5.66127306,2594.941714,144.7380359,1.570306874,8.122739208,1.366112272,5.01039683,2582.366063,144.6806404,2.209572626,4.138940719,1.120512972,4.413413686,2559.749887,143.965611,2.005037143,1.463535535,0.945854131,3.999646483,48.46934551,2.824748602,5.342081275,12.96820106
22228,29.26664,2500.392148,3.406348936,3.512194804,5.466811873,2544.427512,0.98424398,1.864499025,5.674406066,2584.170692,144.0934998,1.570743766,8.260292831,1.37041428,5.030866566,2587.222311,144.9321469,2.207279197,4.170424423,1.113596338,4.423118874,2570.594644,144.5486592,1.997330534,1.459648463,0.935966868,4.004899947,48.88423073,2.884259744,4.943804319,13.28852497
21169,30.63027,2484.667358,3.395279823,3.601104485,5.468888187,2518.412777,1.019692404,1.884843181,5.677455687,2566.297957,143.0394042,1.58422751,8.428863652,1.378016275,5.048391801,2584.197533,144.730863,2.202427266,4.264291467,1.113049026,4.438512573,2577.388273,144.9060698,1.996616452,1.486850579,0.930610919,4.013923885,49.27514271,2.940050978,4.541717468,13.59288
19849,30.58853,2501.602995,3.390136266,3.462029436,5.466011957,2507.586621,0.998459188,1.874667677,5.68303496,2548.904029,142.0147883,1.607505192,8.55882198,1.379511374,5.054011007,2575.546185,144.2171899,2.214022194,4.320991355,1.11065332,4.443631189,2578.948892,144.9785688,2.001503557,1.487813775,0.92488189,4.01653266,49.33999452,2.947969394,4.1760887,13.65341701
17451,28.16043,2540.375084,3.503157128,3.236869584,5.440298503,2515.895972,1.008178286,1.843737123,5.678988817,2538.328807,141.3803301,1.626805349,8.675596796,1.376309492,5.053199846,2565.045594,143.6001686,2.230713451,4.373335225,1.107329372,4.443107133,2576.122812,144.8064744,2.001786181,1.487588145,0.919468663,4.015631076,49.1248486,2.914880956,3.852550828,13.50403524
